Start,End,UPPER_BUS_PHASE_A,UPPER_BUS_PHASE_B,UPPER_BUS_PHASE_C,LOWER_BUS_PHASE_A,LOWER_BUS_PHASE_B,LOWER_BUS_PHASE_C,OUTGOING_PHASE_A,OUTGOING_PHASE_B,OUTGOING_PHASE_C,UPPER_BUS_PD,LOWER_BUS_PD,SPOUT_PD,OUTGOING_PD,POWER,VOLTAGE,FREQUENCY,datetime,date,year,month,day,Q
2025-09-05 01:00:00,2025-09-05 02:00:00,26.249713638309267,27.068046321024948,26.277225901284428,28.011109139540725,28.011654886460743,28.74251255968322,25,25,25,15.383830373531612,156.303976135696,0,0,0,33.558509387874246,50.04064543223626,2025-09-05 01:00:00,2025-09-05,2025,9,5,3
2025-09-05 02:00:00,2025-09-05 03:00:00,26.27583435694366,27.086109231092717,26.312777294779252,28.045557451678594,28.049454499128167,28.76361022800149,25,25,25,7.729195893840188,143.16294295849616,0,0,0,33.56581455556574,50.04108663853244,2025-09-05 02:00:00,2025-09-05,2025,9,5,3
2025-09-05 03:00:00,2025-09-05 04:00:00,26.291943335630627,27.09917866393585,26.339155576464357,28.07944324662378,28.084166806962067,28.787213280107522,25,25,25,12.89615765036253,169.21231619133678,0,0,0,33.5412546233275,50.04082951475367,2025-09-05 03:00:00,2025-09-05,2025,9,5,3
2025-09-05 04:00:00,2025-09-05 05:00:00,26.298334427303367,27.115276759168705,26.343621570224908,28.100000381469727,28.09666717423386,28.79278930498688,25,25,25,9.58983159701339,157.3209186226039,0,0,0,33.55506934799419,50.036846848624194,2025-09-05 04:00:00,2025-09-05,2025,9,5,3
2025-09-05 05:00:00,2025-09-05 06:00:00,26.29833442984671,27.116378574831533,26.35056826794199,28.100000381469727,28.100000381469727,28.80666788779439,25,25,25,5.816434501671782,147.18107390333492,0,0,0,33.530467313101724,50.03945125671103,2025-09-05 05:00:00,2025-09-05,2025,9,5,3
2025-09-05 06:00:00,2025-09-05 07:00:00,26.294167622459625,27.10862323927317,26.31277873785153,28.101655534989046,28.100000381469727,28.801945973711337,25,25,25,3.9043566977573487,161.34022913465992,0,0,0,33.54271563905599,50.04549411574168,2025-09-05 06:00:00,2025-09-05,2025,9,5,3
2025-09-05 07:00:00,2025-09-05 08:00:00,26.277225251735157,27.082756347300325,26.295530001825966,28.09917859243721,28.09750010829401,28.795553765182174,25,25,25,10.41346500495964,176.09552957682388,0,0,0,33.50470886187033,50.03470719604241,2025-09-05 07:00:00,2025-09-05,2025,9,5,3
2025-09-05 08:00:00,2025-09-05 09:00:00,26.24000126266612,27.068621905610826,26.288346279525186,28.095000445896044,28.090000315136272,28.79305790965234,25,25,25,9.99832221009556,148.31582935164755,0,0,0,33.54801923853189,50.046513565762844,2025-09-05 08:00:00,2025-09-05,2025,9,5,3
2025-09-05 09:00:00,2025-09-05 10:00:00,26.200834113438976,27.069178364603744,26.28192318776791,28.061389706295966,28.060845305293995,28.781111336598876,25,25,25,4.102526725087039,168.89348176291026,0,0,0,33.573167629574726,50.03994962961617,2025-09-05 09:00:00,2025-09-05,2025,9,5,3
2025-09-05 10:00:00,2025-09-05 11:00:00,26.19500082715384,27.047488442993636,26.275578528842416,28.027499494550284,28.02221147054427,28.753890176986218,25,25,25,10.162871886878131,166.20067797370177,0,0,0,33.575937594872826,50.03823428763961,2025-09-05 10:00:00,2025-09-05,2025,9,5,3
2025-09-05 11:00:00,2025-09-05 12:00:00,26.197500683890183,27.03388987922997,26.268879072712473,28.00333344332414,28.00916671583393,28.74333448431312,25,25,25,11.368251328084396,175.76045622145026,0,0,0,33.59210205468748,50.041487064350854,2025-09-05 11:00:00,2025-09-05,2025,9,5,3
2025-09-05 12:00:00,2025-09-05 13:00:00,26.198334048376985,26.996677754177373,26.221668127718385,28,28,28.721655148514202,25,25,25,12.083017181355967,171.09259140169857,0,0,0,33.59159780807737,50.039104325965376,2025-09-05 12:00:00,2025-09-05,2025,9,5,3
2025-09-05 13:00:00,2025-09-05 14:00:00,26.200000762939453,26.989988500924465,26.214179458926534,28,28,28.709178842002935,25,25,25,3.0230075755809787,167.8367019684777,0,0,0,33.62641233097913,50.03809002013811,2025-09-05 13:00:00,2025-09-05,2025,9,5,3
2025-09-05 14:00:00,2025-09-05 15:00:00,26.200000762939453,26.955545604946952,26.219745312769415,28,28.00028779641605,28.71194347486877,25,25,25,13.226052471594093,172.33298223873913,0,0,0,33.64513550587882,50.04253130320266,2025-09-05 14:00:00,2025-09-05,2025,9,5,3
2025-09-05 15:00:00,2025-09-05 16:00:00,26.200834127214325,26.906678175371635,26.21277035666874,28.00332148962026,28.007500492256714,28.72389182642566,25,25,25,9.484310572311038,158.06038140090092,0,0,0,33.642352641564806,50.041117634004635,2025-09-05 15:00:00,2025-09-05,2025,9,5,3
2025-09-05 16:00:00,2025-09-05 17:00:00,26.203334162394206,26.918610901302337,26.235822390312723,28.011955582859464,28.025532836396415,28.752489350254365,25,25,25,1.219126789452462,158.13311061023296,0,0,0,33.644945933464484,50.044275600729435,2025-09-05 16:00:00,2025-09-05,2025,9,5,3
2025-09-05 17:00:00,2025-09-05 18:00:00,26.202500855975998,26.946389087466613,26.241668226880282,28.058877829330754,28.04834422742808,28.76583442545096,25,25,25,9.01830246170933,170.96553868485125,0,0,0,33.64516427526341,50.034818126998175,2025-09-05 17:00:00,2025-09-05,2025,9,5,3
2025-09-05 18:00:00,2025-09-05 19:00:00,26.21916829469771,26.915288150332078,26.26249072184404,28.086133945759624,28.09277860344961,28.790291029306157,25,25,25,5.913228851505256,143.63557821214292,0,0,0,33.644931827712846,50.043608405944866,2025-09-05 18:00:00,2025-09-05,2025,9,5,3
2025-09-05 19:00:00,2025-09-05 20:00:00,26.259444058942847,26.92832091631175,26.287777391969435,28.099988548520777,28.097500524733384,28.804167663999348,25,25,25,5.9984182136706075,160.60870276494987,0,0,0,33.65750820668839,50.04049103158112,2025-09-05 19:00:00,2025-09-05,2025,9,5,3
2025-09-05 20:00:00,2025-09-05 21:00:00,26.291667807261256,26.95666653315279,26.274178809965743,28.10250023820607,28.101667082256846,28.821943670296992,25,25,25,7.1551766019953105,147.18855273437418,0,0,0,33.680651665011005,50.03808614085092,2025-09-05 20:00:00,2025-09-05,2025,9,5,3
2025-09-05 21:00:00,2025-09-05 22:00:00,26.30000114440918,26.960545420449275,26.287500860210844,28.12333372031286,28.130000356885592,28.846667224034416,25,25,25,8.273203872599085,139.2388387687216,0,0,0,33.70448970660257,50.04516670309724,2025-09-05 21:00:00,2025-09-05,2025,9,5,3
2025-09-05 22:00:00,2025-09-05 23:00:00,26.300834479013865,27.011110264578345,26.296667519888935,28.166110216558774,28.154443713712954,28.86750015640195,25,25,25,11.561775970180438,152.11220689973658,0,0,0,33.685844272743644,50.03969677140794,2025-09-05 22:00:00,2025-09-05,2025,9,5,3
2025-09-05 23:00:00,2025-09-06 00:00:00,26.304457013288634,27.0416789770968,26.315000109989636,28.179168350647398,28.162500983345776,28.8841661381251,25,25,25,13.11236985717768,143.66094500585132,0,0,0,33.684610118340935,50.03386524887407,2025-09-05 23:00:00,2025-09-05,2025,9,5,3
2025-09-06 00:00:00,2025-09-06 01:00:00,26.315545484482517,27.086110647622373,26.326946828192774,28.200000762939453,28.191667175715978,28.891666412353516,25,25,25,6.689004458555465,145.0660412570885,0,0,0,33.64212554975327,50.04516556991986,2025-09-06 00:00:00,2025-09-06,2025,9,6,3
2025-09-06 01:00:00,2025-09-06 02:00:00,26.33415754874718,27.11805831125927,26.35554284021261,28.1974997531005,28.194167698967245,28.898332965216003,25,25,25,3.955256924386136,136.5631138092773,0,0,0,33.58806401268748,50.038859035019016,2025-09-06 01:00:00,2025-09-06,2025,9,6,3
2025-09-06 02:00:00,2025-09-06 03:00:00,26.358621656778553,27.087776848258386,26.350012205249097,28.205000905142892,28.209166571723248,28.90249973127333,25,25,25,13.351757525535712,158.25758228425204,0,0,0,33.60220148494851,50.04108278334473,2025-09-06 02:00:00,2025-09-06,2025,9,6,3
2025-09-06 03:00:00,2025-09-06 04:00:00,26.325555787809098,27.14666686418183,26.395276827084707,28.196667750465817,28.198334270477982,28.904166684043567,25,25,25,16.351310002344214,155.9003651352045,0,0,0,33.56303926713285,50.04339710614684,2025-09-06 03:00:00,2025-09-06,2025,9,6,3
2025-09-06 04:00:00,2025-09-06 05:00:00,26.306667860452173,27.143611505719765,26.386389541403613,28.197500711864738,28.19583398352692,28.893888807712177,25,25,25,15.060850482319923,155.36685134886767,0,0,0,33.539301473498845,50.036995714032166,2025-09-06 04:00:00,2025-09-06,2025,9,6,3
2025-09-06 05:00:00,2025-09-06 06:00:00,26.297211980727262,27.12833397568655,26.363622071043036,28.1916676059307,28.185544806706016,28.88916678597731,25,25,25,4.270963594110462,141.91358957828504,0,0,0,33.528343154293125,50.0445837076551,2025-09-06 05:00:00,2025-09-06,2025,9,6,3
2025-09-06 06:00:00,2025-09-06 07:00:00,26.286123974367335,27.14722204124032,26.340533390449725,28.15167916652186,28.146678724169455,28.879444181869086,25,25,25,7.255400461290612,196.46454447634008,0,0,0,33.51216008822492,50.05102343433851,2025-09-06 06:00:00,2025-09-06,2025,9,6,3
2025-09-06 07:00:00,2025-09-06 08:00:00,26.220012665759683,27.112222469329144,26.317222619402177,28.123044797960027,28.11500036896573,28.8355551164574,25,25,25,7.4676745899107075,174.04885203461427,0,0,0,33.52034836782763,50.04373154914911,2025-09-06 07:00:00,2025-09-06,2025,9,6,3
2025-09-06 08:00:00,2025-09-06 09:00:00,26.207211019186378,27.068320412588545,26.26030217281766,28.098345583957986,28.099167225732433,28.78749918916093,25,25,25,8.954176890563716,167.1382912600092,0,0,0,33.50075927988814,50.030155990148764,2025-09-06 08:00:00,2025-09-06,2025,9,6,3
2025-09-06 09:00:00,2025-09-06 10:00:00,26.190833435695964,27.048345479690337,26.24053339379879,28.071378704776397,28.06637906549958,28.790001509350088,25,25,25,7.148001033892483,190.9899959818179,0,0,0,33.51294352363798,50.04427733883989,2025-09-06 09:00:00,2025-09-06,2025,9,6,3
2025-09-06 10:00:00,2025-09-06 11:00:00,26.15639016427146,27.051943337541477,26.214190433730312,28.00583350796228,28.00834496955738,28.73722434722471,25,25,25,6.640495490154081,155.02142940952007,0,0,0,33.51372665447986,50.0354471636361,2025-09-06 10:00:00,2025-09-06,2025,9,6,3
2025-09-06 11:00:00,2025-09-06 12:00:00,26.115000619041282,27.01222321362326,26.18748916149427,28,28.000000208325652,28.70583403566117,25,25,25,2.0529326671470844,165.75890035862844,0,0,0,33.51879888053142,50.038815878425844,2025-09-06 11:00:00,2025-09-06,2025,9,6,3
2025-09-06 12:00:00,2025-09-06 13:00:00,26.1008337457446,26.996666654374867,26.15944910813925,27.9380578753251,27.953890435331346,28.677500510321085,25,25,25,13.107874642793933,188.57336474415737,0,0,0,33.559492747047656,50.027345590434756,2025-09-06 12:00:00,2025-09-06,2025,9,6,3
2025-09-06 13:00:00,2025-09-06 14:00:00,26.10333360248094,26.965280935687915,26.14694376860253,27.916653169809287,27.91583274862401,28.65139209218497,25,25,25,5.111848658632295,171.02384353145044,0,0,0,33.519283767822245,50.04382371885046,2025-09-06 13:00:00,2025-09-06,2025,9,6,3
2025-09-06 14:00:00,2025-09-06 15:00:00,26.09833366669533,26.950551159562753,26.14862135862665,27.910845166982174,27.912499804815184,28.615833955129673,25,25,25,6.72932177323068,186.82027930965103,0,0,0,33.52928670328532,50.04099662620878,2025-09-06 14:00:00,2025-09-06,2025,9,6,3
2025-09-06 15:00:00,2025-09-06 16:00:00,26.097500316407732,26.930834250126786,26.14054646707242,27.898333157854506,27.899999618530273,28.62333525763681,25,25,25,9.93243637572426,190.1294306826472,0,0,0,33.52596132153608,50.04530495787296,2025-09-06 15:00:00,2025-09-06,2025,9,6,3
2025-09-06 16:00:00,2025-09-06 17:00:00,26.095833588281845,26.948345578153855,26.16082172662774,27.900832982805145,27.89916649245919,28.602500016317,25,25,25,8.62508750281789,189.47739070328205,0,0,0,33.53772155647793,50.044321995522644,2025-09-06 16:00:00,2025-09-06,2025,9,6,3
2025-09-06 17:00:00,2025-09-06 18:00:00,26.09833387523291,26.964154788056657,26.17250025086202,27.899999618530273,27.899999618530273,28.605833876080514,25,25,25,9.575895232228683,174.0803021670384,0,0,0,33.55284795066573,50.03573769355428,2025-09-06 17:00:00,2025-09-06,2025,9,6,3
2025-09-06 18:00:00,2025-09-06 19:00:00,26.095834242289225,26.95833390278254,26.169457342695846,27.90112253439037,27.903333061854415,28.626666553283112,25,25,25,4.533229541923718,180.3646332359606,0,0,0,33.55349234344871,50.04294159219486,2025-09-06 18:00:00,2025-09-06,2025,9,6,3
2025-09-06 19:00:00,2025-09-06 20:00:00,26.096668146985373,26.937499580596555,26.196667597877344,27.918043483565985,27.92166647826343,28.644166855492802,25,25,25,10.787158231093802,165.17727758468087,0,0,0,33.542321643415114,50.0423779497306,2025-09-06 19:00:00,2025-09-06,2025,9,6,3
2025-09-06 20:00:00,2025-09-06 21:00:00,26.103621435836313,26.959177667450586,26.190000877592883,27.958608536605094,27.952776628915096,28.671943280530982,25,25,25,10.523140296268904,164.90515369844573,0,0,0,33.542194885195734,50.04171686973699,2025-09-06 20:00:00,2025-09-06,2025,9,6,3
2025-09-06 21:00:00,2025-09-06 22:00:00,26.117489588168993,26.9749885442116,26.21027717759339,27.991666856978522,27.98833322143576,28.705832799701003,25,25,25,8.056497276487667,153.343613764074,0,0,0,33.55436432918867,50.04551120831121,2025-09-06 21:00:00,2025-09-06,2025,9,6,3
2025-09-06 22:00:00,2025-09-06 23:00:00,26.146667865967544,26.98334496155463,26.1980447313881,28.000833378474077,28,28.69916741243993,25,25,25,4.73470880505575,171.31399137207836,0,0,0,33.57388497450452,50.03814365422394,2025-09-06 22:00:00,2025-09-06,2025,9,6,3
2025-09-06 23:00:00,2025-09-07 00:00:00,26.17583401722383,26.96832136835846,26.18306782019503,28,28,28.70333419227632,25,25,25,13.20041742841614,164.18659971000292,0,0,0,33.576214781971885,50.03592559520419,2025-09-06 23:00:00,2025-09-06,2025,9,6,3
2025-09-07 00:00:00,2025-09-07 01:00:00,26.185833903841974,27.0027776627006,26.198066789622132,28,28,28.710000634298748,25,25,25,9.724338612455295,155.950001569726,0,0,0,33.54998508229229,50.04913309171012,2025-09-07 00:00:00,2025-09-07,2025,9,7,3
2025-09-07 01:00:00,2025-09-07 02:00:00,26.179166558368628,27.005857412792853,26.224712002227054,28.000833141961945,28.00166649246147,28.71833540259939,25,25,25,11.45946188914835,169.09933854525806,0,0,0,33.52852100899594,50.03466044096077,2025-09-07 01:00:00,2025-09-07,2025,9,7,3
2025-09-07 02:00:00,2025-09-07 03:00:00,26.151388688826245,26.982200793352007,26.18083371798081,28,28.00415555246006,28.70083411322705,25,25,25,8.606362448473178,160.1377453493085,0,0,0,33.493182513501566,50.03969744263212,2025-09-07 02:00:00,2025-09-07,2025,9,7,3
2025-09-07 03:00:00,2025-09-07 04:00:00,26.112500790067568,26.970556610111874,26.20916774283621,27.993333335452714,27.995012210084788,28.697500712076664,25,25,25,6.399125452057428,169.1664732389683,0,0,0,33.48373920417557,50.04364713967785,2025-09-07 03:00:00,2025-09-07,2025,9,7,3
2025-09-07 04:00:00,2025-09-07 05:00:00,26.10083373196925,26.962776745898772,26.21333423084715,27.983889647804848,27.98084570771712,28.68334591074161,25,25,25,3.3573728884579825,185.8231171467129,0,0,0,33.50657483313528,50.040371270504444,2025-09-07 04:00:00,2025-09-07,2025,9,7,3
2025-09-07 05:00:00,2025-09-07 06:00:00,26.106666807597055,26.961666114171347,26.18749998050006,27.945821421446567,27.936377185259804,28.66469994778539,25,25,25,11.570311580650987,157.03974433665607,0,0,0,33.48698789014378,50.036499729110325,2025-09-07 05:00:00,2025-09-07,2025,9,7,3
2025-09-07 06:00:00,2025-09-07 07:00:00,26.099167017194855,26.962510879546745,26.190002502660114,27.90417796481087,27.90166634708002,28.63001292342008,25,25,25,6.929151331092849,162.5670408510267,0,0,0,33.50600419611604,50.05325229462829,2025-09-07 06:00:00,2025-09-07,2025,9,7,3
2025-09-07 07:00:00,2025-09-07 08:00:00,26.060556628973803,26.942500411958733,26.164167446560917,27.899999618530273,27.893890142205347,28.59833390341939,25,25,25,13.947892541497273,172.72187069031804,0,0,0,33.48937748226463,50.03543814521114,2025-09-07 07:00:00,2025-09-07,2025,9,7,3
